video_id,original_transcription,second_transcription,agreement_score,model_confidence,detected_language,language_probability,word_count_ratio,verification_status,final_transcription,verification_error
video_039,"It's temporarily giving up on my non-toxic skincare to try and clear my potential Demadex mites, and I tried this on screen. I look, this has got to be the worst finish to a sunscreen I've ever used in my life. Like, it is so mad. It like is not rubbing in well. Like, you can literally... I don't know. It's in my eyebrow. Like, this is the worst. It is, this is horrific. I'm like, is this even worth like trying to get used to because this sunscreen is terrible. Like number one, I look like a ghost now. Yeah, I don't really know about this. And I mean, I do know zinc sunscreens like can make you like skin a lot more white. Like they don't rub in. They'll leave like a white cast. But guys, I don't know if I can go out on public. Like, can we look at this? Why? I don't know. This is horrific. Like, I look like Casper. I don't know if this sunscreen is given worth trying. Like, getting used to. This is... terrible.","Temporarily giving up on my non-toxic skincare to try and clear my potential demodex mites, and I tried this sunscreen. I look, this has got to be the worst finish to a sunscreen I have ever used in my life. Like it is so matte It like is not rubbing in well Like you can literally I Don't know it's in my eyebrow like this is the worst it is this is horrific I'm like is this even worth like Trying to get used to because this sunscreen Is terrible like number one I look like a ghost now Yeah, I don't really know about this and I mean, I do know zinc sunscreens like can make you Like skin a lot more white like they don't rub in they'll leave like a white cast. But guys, I Don't know if I can go out in public Like Can we look at this? Why I? Don't know this is horrific Like I look like Casper, I don't know if this sunscreen is given worth trying like getting used to this is Horrible",0.8,0.7528,en,1,0.9945,verified_auto,"Temporarily giving up on my non-toxic skincare to try and clear my potential demodex mites, and I tried this sunscreen. I look, this has got to be the worst finish to a sunscreen I have ever used in my life. Like it is so matte It like is not rubbing in well Like you can literally I Don't know it's in my eyebrow like this is the worst it is this is horrific I'm like is this even worth like Trying to get used to because this sunscreen Is terrible like number one I look like a ghost now Yeah, I don't really know about this and I mean, I do know zinc sunscreens like can make you Like skin a lot more white like they don't rub in they'll leave like a white cast. But guys, I Don't know if I can go out in public Like Can we look at this? Why I? Don't know this is horrific Like I look like Casper, I don't know if this sunscreen is given worth trying like getting used to this is Horrible",
video_040,"I want you guys to know the difference between the CeraVe hydrates in facial cleanser and the CeraVe cream to foam cleanser. The hydrates in facial cleanser is for those with sensitive skin and for those with dry skin. If you look at it, you see more strawberries. Why the cream to foam cleanser is for those that wear makeup? Because when you use it, you don't have to double cleanse. But even though they are both for normal to dry skin and they are both hydrates in, I want you to know that if you use a cleanse that has foam, that foam has the tendency to dry as moisture from your skin. So if you have to choose between the put of them, I have a very dry skin. Go for the hydrates in facial cleanser.","I want you guys to know the difference between the CeraVe Hydrating Facial Cleanser and the CeraVe Cream to Foam Cleanser. The Hydrating Facial Cleanser is for those with sensitive skin and for those with dry skin. If you look at it, you see moisture balance. Why the Cream to Foam Cleanser is for those that wear makeup? Because when you use it, you don't have to double cleanse. But even though they are both for normal to dry skin and they are both hydrating, I want you to know that if you use a cleanser that has foam, that foam has the tendency to dry out moisture from your skin. So if you are to choose between the both of them and you have a very dry skin, go for the Hydrating Facial Cleanser.",0.8864,0.8162,en,1,0.9783,verified_auto,"I want you guys to know the difference between the CeraVe Hydrating Facial Cleanser and the CeraVe Cream to Foam Cleanser. The Hydrating Facial Cleanser is for those with sensitive skin and for those with dry skin. If you look at it, you see moisture balance. Why the Cream to Foam Cleanser is for those that wear makeup? Because when you use it, you don't have to double cleanse. But even though they are both for normal to dry skin and they are both hydrating, I want you to know that if you use a cleanser that has foam, that foam has the tendency to dry out moisture from your skin. So if you are to choose between the both of them and you have a very dry skin, go for the Hydrating Facial Cleanser.",
video_041,"Okay, hi, I just wanted to share about one of my skincare favorites. I have acne sensitive skin, but this does not make me break out at all, and if anything it helps it. I give all things to the ceremony, filming face cleanser, and I've been using it for probably half a decade now, and my skin doesn't ever look clear, go buy it.","Okay, hi. I just wanted to share about one of my skincare favorites. I have acne sensitive skin, but this does not make me break out at all, and if anything it helps it. I give all thanks to the CeraVe Foaming Face Cleanser. I've been using it for probably half a decade now, and my skin has never looked clear. Go buy it.",0.8527,0.7929,en,1,0.9846,verified_auto,"Okay, hi. I just wanted to share about one of my skincare favorites. I have acne sensitive skin, but this does not make me break out at all, and if anything it helps it. I give all thanks to the CeraVe Foaming Face Cleanser. I've been using it for probably half a decade now, and my skin has never looked clear. Go buy it.",
video_042,"Okay, so if you watched my holta haul then you will know that I talked about my face wash That was literally burning my face and stinging and I just wanted to show you how red My face is and it's like warm to the touch and it's been like that all day In my last two videos you can kind of tell like how red my face has been and like compared to my neck It's so red and like I'm not hot or I haven't been outside to get like windburn or anything But this is the face wash that I have been using and I wanted to love it when I bought it And I really love like the texture and everything of it, but it like literally burns my face So I used to last night and I used it this morning and then after while like while I'm watching my face My face will burn and then when I put on my SPF moisturizer my face would burn so I know it's not my moisturizer because my face was burning before I even put that on So the only thing I corrected down to was this face wash and I've like tested it in the past week So yeah, those for you asking that was the face wash","Okay, so if you watched my Ulta haul then you will know that I talked about my face wash that was literally Burning my face and stinging and I just wanted to show you how red my face is and it's like warm to the touch It's been like that all day in my last two videos You can kind of tell like how red my face has been and like compared to my neck It's so red and like I'm not hot or I haven't been outside to get like wind burn or anything But this is the face wash that I have been using and I wanted to love it when I bought it and I really Love like the texture and everything of it, but it like literally burns my face So I used it last night and I used it this morning and then after while like while I'm washing my face my face Will burn and then when I put on my SPF moisturizer my face would burn so I know it's not my moisturizer because my face was burning before I even put that on So the only thing I cracked it down to was this face wash and I've like tested it through the past week So yeah those for you asking that was the face wash",0.962,0.866,en,1,0.9955,verified_auto,"Okay, so if you watched my Ulta haul then you will know that I talked about my face wash that was literally Burning my face and stinging and I just wanted to show you how red my face is and it's like warm to the touch It's been like that all day in my last two videos You can kind of tell like how red my face has been and like compared to my neck It's so red and like I'm not hot or I haven't been outside to get like wind burn or anything But this is the face wash that I have been using and I wanted to love it when I bought it and I really Love like the texture and everything of it, but it like literally burns my face So I used it last night and I used it this morning and then after while like while I'm washing my face my face Will burn and then when I put on my SPF moisturizer my face would burn so I know it's not my moisturizer because my face was burning before I even put that on So the only thing I cracked it down to was this face wash and I've like tested it through the past week So yeah those for you asking that was the face wash",
video_043,"Oh my god! The worst is happening right now. Today I'm testing Saravi Invisible Hydrating Fluid SPF50. Let's see what kind of hydrating this one is. Because this is a chemical sunscreen, I don't expect it to leave a cast on my skin. I just told you guys that this would not leave a cast on my face right. Guess we just checked the sunscreen feel best. I did. Even all T150, TNS of S, Avo Benzone, Enzo Lizzo, TNS of M, and even all A+. TNS of M will always leave a cast on my skin. Oh my days. Oh my god! The worst is happening right now. It is peeling. I have no single product on my face. I'm going to go to the bathroom to take this off. I'll come back to apply it again and we'll see.","Oh my god, the worst is happening right now. Today I'm testing Sara V Invisible Hydrating Fluid SPF 50. Let's see what kind of hydrating this one is. Because this is a chemical sunscreen, I don't expect it to leave a cast on my skin. I just told you guys that this would not leave a cast on my face, right? Guess who just checked the sunscreen filters? I did. The sunscreen filters are Yvinole T150, Tinosub S, Avobenzone, Enzolizo, Tinosub M, and Yvinole A+. Tinosub M will always leave a cast on my skin. Oh my days. Oh my god. The worst is happening right now. It is peeling. I have no single product on my face. I'm going to go to the bathroom to take this off. I will come back to apply it again and we'll see.",0.8327,0.7859,en,1,0.9929,verified_auto,"Oh my god, the worst is happening right now. Today I'm testing Sara V Invisible Hydrating Fluid SPF 50. Let's see what kind of hydrating this one is. Because this is a chemical sunscreen, I don't expect it to leave a cast on my skin. I just told you guys that this would not leave a cast on my face, right? Guess who just checked the sunscreen filters? I did. The sunscreen filters are Yvinole T150, Tinosub S, Avobenzone, Enzolizo, Tinosub M, and Yvinole A+. Tinosub M will always leave a cast on my skin. Oh my days. Oh my god. The worst is happening right now. It is peeling. I have no single product on my face. I'm going to go to the bathroom to take this off. I will come back to apply it again and we'll see.",
video_044,"Dermatologists wear by it. I use their products every single day. They're super affordable, but not all the products are created equal. Let's rate some CeraVe products. I use the CeraVe dealing moisturizing lotion every single day for both my face and my body. I use it on my face every single night. If I could only have one moisturizer moving forward, this would be at 10 out of 10 obsessed. We all know that SPF is the most important part of any skincare routine or makeup or anything routine. So I am disappointed to say I don't love the CeraVe facial moisturizing lotion. It stings, it burns my eyes, it has a pretty bad white cast. It does have SPF in it though, so like it does do the job. So I'm going to give it like a 4 out of 10, but there's just so many better SPF out there on the art market for like similar price. I would recommend the sun bump. I love the CeraVe skin renewing night cream. 8 out of 10 because it does have a little bit of a tingle sometimes, but it's a dupe for the summer Fridays to have like mask. Like you comment if you want part.","Dermatologists swear by it. I use their products every single day. They're super affordable, but not all the products are created equal. Let's rate some CeraVe products. I use the CeraVe Daily Moisturizing Lotion every single day for both my face and my body. I use it on my face every single night. If I could only have one moisturizer moving forward, this would be it. 10 out of 10 obsessed. We all know that SPF is the most important part of any skincare routine or makeup or anything routine. So I am disappointed to say I don't love the CeraVe Facial Moisturizing Lotion. It stings, it burns my eyes, it has pretty bad white cast. It does have SPF in it though, so like it does do the job. So I'm going to give it like a four out of 10, but there's just so many better SPFs out there on the art market for like similar price. I would recommend the Sunbum. I love the CeraVe Skin Renewing Night Cream. Eight out of ten because it does have a little bit of a tingle sometimes, but it's a dupe for the Summer Fridays Shed Light Mask. Like and comment if you want part two.",0.9227,0.8758,en,1,0.9904,verified_auto,"Dermatologists swear by it. I use their products every single day. They're super affordable, but not all the products are created equal. Let's rate some CeraVe products. I use the CeraVe Daily Moisturizing Lotion every single day for both my face and my body. I use it on my face every single night. If I could only have one moisturizer moving forward, this would be it. 10 out of 10 obsessed. We all know that SPF is the most important part of any skincare routine or makeup or anything routine. So I am disappointed to say I don't love the CeraVe Facial Moisturizing Lotion. It stings, it burns my eyes, it has pretty bad white cast. It does have SPF in it though, so like it does do the job. So I'm going to give it like a four out of 10, but there's just so many better SPFs out there on the art market for like similar price. I would recommend the Sunbum. I love the CeraVe Skin Renewing Night Cream. Eight out of ten because it does have a little bit of a tingle sometimes, but it's a dupe for the Summer Fridays Shed Light Mask. Like and comment if you want part two.",
video_045,"Okay, through the process of elimination and the fact that I only tried one new product, I have determined what is the culprit of the worst breakout I've had since I got off Accutane a decade ago. It is this shit. I will not be throwing it away. It will be downgraded to a buck cream and I will be back to using this, which is my holy grail. It's not really moisturizing enough for the winter. I love it for the rest of the year, but I will just have to deal for now. Luckily, I'm going to my Florida house in like two weeks, so my skin will be better for that time, but I'll have to find something else once this all clears up. Because the vanacream is just not moisturizing enough for the winter in Boston.","Okay, through the process of elimination and the fact that I only tried one new product, I have determined what is the culprit of the worst breakout I have had since I got off Accutane a decade ago. It is this shit. I will not be throwing it away. It will be downgraded to a butt cream and I will be back to using this, which is my holy grail. It's not really moisturizing enough for the winter. I'd love it for the rest of the year, but I will just have to deal for now. Luckily, I'm going to my Florida house in like two weeks, so my skin will be better for that time, but I'll have to find something else once this all clears up because the Vanna cream is just not moisturizing enough for the winter in Boston.",0.9574,0.8428,en,1,0.9859,verified_auto,"Okay, through the process of elimination and the fact that I only tried one new product, I have determined what is the culprit of the worst breakout I have had since I got off Accutane a decade ago. It is this shit. I will not be throwing it away. It will be downgraded to a butt cream and I will be back to using this, which is my holy grail. It's not really moisturizing enough for the winter. I'd love it for the rest of the year, but I will just have to deal for now. Luckily, I'm going to my Florida house in like two weeks, so my skin will be better for that time, but I'll have to find something else once this all clears up because the Vanna cream is just not moisturizing enough for the winter in Boston.",
video_046,"Okay, as an acne prone girly, I wanted to share two of my favorite moisturizers. It's basically the same moisturizer, but in two different containers. It's to share a very moisturizing cream. And then I have it in this size that you can get. Honestly, it's my favorite moisturizer, the best moisturizer you can get on the market. To not attend, it's thick. If you're an acne girly, I highly recommend.","Okay, as an acne prone girly, I wanted to share two of my favorite moisturizers It's basically the same moisturizer, but in two different containers. It's to serve a Moisturizing cream and then I have it in this size that you can get Honestly, it's my favorite moisturizer the best Moisturizer you can get on the market. It's 10 out of 10. It's thick if you're an acne girly. I highly recommend",0.8252,0.8163,en,1,0.9861,verified_auto,"Okay, as an acne prone girly, I wanted to share two of my favorite moisturizers It's basically the same moisturizer, but in two different containers. It's to serve a Moisturizing cream and then I have it in this size that you can get Honestly, it's my favorite moisturizer the best Moisturizer you can get on the market. It's 10 out of 10. It's thick if you're an acne girly. I highly recommend",
video_047,"Trying to figure out what ceramic cleanser is for you? Well, use the hydrating cleanser if your skin feels tight after washing, your dryer sensitive, or you just want your skin to feel clean without that stripped feeling. Use the foaming cleanser if you're oily combo or your face turns into an oil slick by noon. Use the SA cleanser if you have rough texture, fog pores, tiny bumps, or you want smoother skin without using a harsh scrub. Use the acne cleanser if you're constantly dealing with breakout, painful pimples, or stubborn pimples that just keeps coming back. And no, just because a cleanser point viable does not mean that it's the perfect cleanser for your skin.","Trying to figure out what ceramic cleanser is for you? Well, use the hydrating cleanser if your skin feels tight after washing, you're dryer sensitive, or you just want your skin to feel clean without that stripped feeling. Use the foaming cleanser if your oily combo or your face turns into an oil slick by noon. Use the SA cleanser if you have rough texture, clogged pores, tiny bumps, or you want smoother skin without using a harsh scrub. Use the acne cleanser if you're constantly dealing with breakouts, painful pimples, or stubborn pimples that just keeps coming back. And no, just because a cleanser going viral does not mean that it's the perfect cleanser for your skin.",0.9492,0.9071,en,1,1.0,verified_auto,"Trying to figure out what ceramic cleanser is for you? Well, use the hydrating cleanser if your skin feels tight after washing, you're dryer sensitive, or you just want your skin to feel clean without that stripped feeling. Use the foaming cleanser if your oily combo or your face turns into an oil slick by noon. Use the SA cleanser if you have rough texture, clogged pores, tiny bumps, or you want smoother skin without using a harsh scrub. Use the acne cleanser if you're constantly dealing with breakouts, painful pimples, or stubborn pimples that just keeps coming back. And no, just because a cleanser going viral does not mean that it's the perfect cleanser for your skin.",
video_048,"Okay, we need to talk about this. The Saravé moisturizing cream for dry to dry skin. This is my absolute must have and I cannot be without it. This is super simple, but it really works. This moisturizer is fragrance-free and has essential ceramides and hyaluronic acid. It is so good for keeping your skin healthy and hydrated. I have combination skin, so I'm greasy in some areas and very dry in others. This cream works so well at keeping my skin hydrated all day, but it doesn't leave it feeling oily at all. I apply this twice a day after my serums and it sets really well under makeup. If you're looking for a simple, affordable, really good moisturizer, then you need to give this a go. I genuinely don't think I could live without it.","Okay we need to talk about this. The CeraVe Moisturizing Cream for dry to very dry skin. This is my absolute must have and I cannot be without it. This is super simple but it really works. This moisturizer is fragrance free and has essential ceramides and hyaluronic acid. It is so good for keeping your skin healthy and hydrated. I have combination skin so I'm greasy in some areas and very dry in others. This cream works so well at keeping my skin hydrated all day but it doesn't leave it feeling oily at all. I apply this twice a day after my serums and it sits really well under makeup. If you're looking for a simple, affordable, really good moisturizer then you need to give this a go. I genuinely don't think I could live without it.",0.9348,0.8772,en,1,0.9856,verified_auto,"Okay we need to talk about this. The CeraVe Moisturizing Cream for dry to very dry skin. This is my absolute must have and I cannot be without it. This is super simple but it really works. This moisturizer is fragrance free and has essential ceramides and hyaluronic acid. It is so good for keeping your skin healthy and hydrated. I have combination skin so I'm greasy in some areas and very dry in others. This cream works so well at keeping my skin hydrated all day but it doesn't leave it feeling oily at all. I apply this twice a day after my serums and it sits really well under makeup. If you're looking for a simple, affordable, really good moisturizer then you need to give this a go. I genuinely don't think I could live without it.",
video_049,"Okay, hello. Somebody helped me. Anybody else have this? And I don't like broccoli. I've had it for exactly a year and three weeks. Oh, dude, it actually, it's okay, ignore that. Gross, no, it's close. I was like, I'm makeup and like, it sits in my shower. But it smells like broccoli and there's no like visible like mold or anything. Like it literally just smells disgusting. And this like happened like over like a week span because at first I was like, it kind of smells bad. But then it does like non-tripping. I didn't use it for a couple days. Came back to it last night and it smelled like actually like, you know when your mom like steams broccoli in the house? It's like the entire house. I think it smells like broccoli. Like it was disgusting. So, I'm kidding guys. Carlos, would you agree? It smells like shit. Okay, there you go.",okay hello somebody help me anybody else have this and i like broccoli i've had it for exactly a year and three weeks oh dude it actually this was okay ignore that grossness because that's like a makeup and like it sits in my shower but it smells like broccoli and there's no like visible like mold or anything like it literally just smells disgusting and this like happened like over like a week span because at first i was like it kind of smells wack but then it sounds like no i'm tripping i didn't use it for a couple days came back to it last night and it smelled like actually like you know when your mom like steams broccoli in the house it's like the entire house fucking smells like broccoli like it was disgusting so lmk guys um carlos would you agree it smells like shit okay there you go,0.6559,0.8592,en,1,0.9809,verified_auto,okay hello somebody help me anybody else have this and i like broccoli i've had it for exactly a year and three weeks oh dude it actually this was okay ignore that grossness because that's like a makeup and like it sits in my shower but it smells like broccoli and there's no like visible like mold or anything like it literally just smells disgusting and this like happened like over like a week span because at first i was like it kind of smells wack but then it sounds like no i'm tripping i didn't use it for a couple days came back to it last night and it smelled like actually like you know when your mom like steams broccoli in the house it's like the entire house fucking smells like broccoli like it was disgusting so lmk guys um carlos would you agree it smells like shit okay there you go,
video_050,Drinking every CeraVe cleanser from best tours for my skin height which is normal to oily skin. The worst one for my skin type is a hydrating facial cleanser from CeraVe. It just didn't do enough for me and it didn't leave my skin feeling clean. The foaming cleanser's neck stay was fine and it worked where it was very basic. Next the renewing salsa gasered cleanser it really helped with texture. This is such an underrated CeraVe cleanser it has venousal peroxide which can actually help so much with acne and it's in a cleanser form so it isn't very harsh. My absolute favorite cleanser from CeraVe is their cream to film cleanser. It has salicylic acid and lactic acid which can gently exfoliate the skin but it's not stripping at all and it's very gentle. This is definitely a product that's really good for oily skin even though the packaging says normal to dry.,Ranking every CeraVe cleanser from best to worst for my skin type which is normal to oily skin. The worst one for my skin type is the hydrating facial cleanser from CeraVe. It just didn't do enough for me and it didn't leave my skin feeling clean. The foaming cleanser is next. It was fine and it worked but it was very basic. Next the renewing salicylic acid cleanser. It really helped with texture. This is such an underrated CeraVe cleanser. It has which can actually help so much with acne and it's in a cleanser form so it isn't very harsh. My absolute favorite cleanser from CeraVe is their cream to foam cleanser. It has salicylic acid and lactic acid which can gently exfoliate the skin but it's not stripping at all and it's very gentle. This is definitely a product that's really good for oily skin even though the packaging says normal to dry.,0.9038,0.8807,en,1,1.0,verified_auto,Ranking every CeraVe cleanser from best to worst for my skin type which is normal to oily skin. The worst one for my skin type is the hydrating facial cleanser from CeraVe. It just didn't do enough for me and it didn't leave my skin feeling clean. The foaming cleanser is next. It was fine and it worked but it was very basic. Next the renewing salicylic acid cleanser. It really helped with texture. This is such an underrated CeraVe cleanser. It has which can actually help so much with acne and it's in a cleanser form so it isn't very harsh. My absolute favorite cleanser from CeraVe is their cream to foam cleanser. It has salicylic acid and lactic acid which can gently exfoliate the skin but it's not stripping at all and it's very gentle. This is definitely a product that's really good for oily skin even though the packaging says normal to dry.,
